フリーハンド,Sound Schedule,https://www.youtube.com/watch?v=vGGj-Nwps-4
ミラクル,Sound Schedule,https://www.youtube.com/watch?v=z3l8zvWxD4c
目隠し鬼,Sound Schedule,https://www.youtube.com/watch?v=Zq3zrMUTTus
ありがとう,Sound Schedule,https://www.youtube.com/watch?v=T-p_jwth3bA
"5 soul MATE""S""",アイベヤ,https://www.youtube.com/watch?v=5q4jjQctHOo
不可侵領域デストロイヤー,オーイシマサヨシ,https://www.youtube.com/watch?v=uKMg2YaatCg
ブラッドタイプ☆ハートビート,オーイシマサヨシ,https://www.youtube.com/watch?v=23GZtnBIZFo
KIMERO!!,OxT,https://www.youtube.com/watch?v=XeY92DYug1c
Grateful Story,OxT,https://www.youtube.com/watch?v=6G3ftpd4itQ
Clattanoia,OxT,https://www.youtube.com/watch?v=saah9UTwaUI
Lost you,OxT,https://www.youtube.com/watch?v=3OqyDxnY1lw
枕男子,オーイシマサヨシ,https://www.youtube.com/watch?v=9GUI1_aCobI
Nice to Me CHU!!!,鈴木このみ,https://www.youtube.com/watch?v=y1H0PAWb30Y
BLOOM OF YOUTH,OxT,https://www.youtube.com/watch?v=oYiQV2ua1CQ
ファイヤー！,大石昌良,https://www.youtube.com/watch?v=z1V2V-u-3wc
眼鏡ダーリン,大石昌良,https://www.youtube.com/watch?v=BxnccYsJYFg
STRIDER'S HIGH,OxT,https://www.youtube.com/watch?v=3dJ2q9K3Jcs
Welcome Spring!,OxT,https://www.youtube.com/watch?v=VHq55V3BDEs
BRAND NEW BLUE,OxT,https://www.youtube.com/watch?v=gVBbjJxv23w
スーパーヒーロー,オーイシマサヨシ,https://www.youtube.com/watch?v=ZgXunbRFRjk
ソングライター,大石昌良,https://www.youtube.com/watch?v=_KL4BXl5X7M
都会の蝉は夜に鳴く,大石昌良,https://www.youtube.com/watch?v=3ngHbsaHTYk
終焉的メロドラマ,大石昌良,https://www.youtube.com/watch?v=XNr8XtGQo80
ミュージックブレイク,大石昌良,https://www.youtube.com/watch?v=Zq1HfvP1aVc
始まりのメロディ,大石昌良,https://www.youtube.com/watch?v=hviZlmNI8e4
永遠ループ,和島あみ,https://www.youtube.com/watch?v=8hPYJlnmGXY
ぼうやの夢よ,オーイシマサヨシ,https://www.youtube.com/watch?v=qDrmdfjaxlw
ヒーローインポッシボー,オーイシマサヨシ,https://www.youtube.com/watch?v=lGcJ4LcM1Co
タイムマシーン,Sound Schedule,https://www.youtube.com/watch?v=TN3b1ykgKX4
あさがお,Sound Schedule,https://www.youtube.com/watch?v=ts6YdRPfJDg
ダ・15周年,Sound Schedule,https://www.youtube.com/watch?v=Dt7zTxt5dyc
リングオブドランカー,オーイシマサヨシ,https://www.youtube.com/watch?v=Xs3Q7x83_-w
モラトリアムダンスフロア,オーイシマサヨシ,https://www.youtube.com/watch?v=TRBxs3-3zoQ
Be The Best! Be The Blue!,OxT,https://www.youtube.com/watch?v=5HKLXvL6sW4
Tears of a Genius,OxT,https://www.youtube.com/watch?v=xiBBfdNiw_g
One Hand Message,OxT,https://www.youtube.com/watch?v=0--CA5JTh1Q
Laughter Slaughter,OxT,https://www.youtube.com/watch?v=ANi_JG1iK8o
ようこそジャパリパークへ,オーイシマサヨシ,https://www.youtube.com/watch?v=89JvGZT4MMc
MANKAI☆開花宣言,オーイシマサヨシ,https://www.youtube.com/watch?v=xGHD5Mq5e-k
ゼブラワールド,ZeBRA☆STAR,https://www.youtube.com/watch?v=-X8uEEi9iSE
モノクロテリトリー,和島あみ,https://www.youtube.com/watch?v=lNy03vQTXkE
フィッシュストーリー,オーイシマサヨシ,https://www.youtube.com/watch?v=fogbPX_XFvA
浪漫飛行,オーイシマサヨシ,https://www.youtube.com/watch?v=06Hsg_8541s
ベイビーミュージックライダー,オーイシマサヨシ,https://www.youtube.com/watch?v=3mrRcDYqHQw
学園天国,オーイシマサヨシ,https://www.youtube.com/watch?v=VKAN-pG8cN4
Let's Go!! ～Sing For Tomorrow～,竹達彩奈、三森すずこ、内田真礼、MICHI,https://www.youtube.com/watch?v=VSddDtuuC2Q
ワンダーランド・ア・ゴーゴー!!,オーイシマサヨシ,https://www.youtube.com/watch?v=HlgqArvAlR4
奇天烈ポエマー,大石昌良,https://www.youtube.com/watch?v=lzxP0zCx4MQ
フレ！フレ！ベストフレンズ,どうぶつビスケッツ×PPP,https://www.youtube.com/watch?v=hsaf6Jevl2U
Number One,OxT,https://www.youtube.com/watch?v=Oyqdmk_ZnTc
HOME GROUND,OxT,https://www.youtube.com/watch?v=619jTBiUiOk
GO CRY GO,OxT,https://www.youtube.com/watch?v=efL4a9zIMBQ
THE SAILER,OxT,https://www.youtube.com/watch?v=nlYgEB_T0d4
パラレルワールド,大石昌良,https://www.youtube.com/watch?v=fyPCfCgMu-c
春夏秋冬☆Blooming!,オーイシマサヨシ,https://www.youtube.com/watch?v=6Ir9P3e2Y9k
酸素,TRUE,https://www.youtube.com/watch?v=8m3jCjFzgYY
オトモダチフィルム,オーイシマサヨシ,https://www.youtube.com/watch?v=CP9mzbSTZPk
ぜんぶ君のせいだ,オーイシマサヨシ,https://www.youtube.com/watch?v=-3EqqMu0Bso
ラブソング,オーイシマサヨシ,https://www.youtube.com/watch?v=rhjGPnLpLOs
シンガロン進化論,オーイシマサヨシ,https://www.youtube.com/watch?v=ygxRrS7s1nM
Hands,オーイシマサヨシ,https://www.youtube.com/watch?v=pORJa05sMm8
ウルトラSing!!,オーイシマサヨシ,ウルトラSing!!
Silent Solitude,OxT,https://www.youtube.com/watch?v=KnZhuGMnhds
Party Out!!,OxT,https://www.youtube.com/watch?v=PqnCLKIi6B8
ドラゴンエネルギー,オーイシマサヨシ×加藤純一,https://www.youtube.com/watch?v=eG_q-BIRaSM
ゴクドルミュージック,オーイシマサヨシ,https://www.youtube.com/watch?v=ZRz6wFoMQMU
Hello New World,OxT,https://www.youtube.com/watch?v=k_6OCK5g-Xs
Around the world,OxT,https://www.youtube.com/watch?v=hNTfJg1BEvQ
Daily-go-round,OxT,https://www.youtube.com/watch?v=5xj0RluFq2M
MASS FOR THE DEAD,OxT,https://www.youtube.com/watch?v=okhUvQa81TE
ペテン師の憂鬱,卯木千景（CV：羽多野渉）,https://www.youtube.com/watch?v=kkS3txBi0aw
君のヒロインでいるために,オーイシマサヨシ,https://www.youtube.com/watch?v=2q3YNIrFF20
UNION,OxT,https://www.youtube.com/watch?v=b4CIYS1Bme4
ボーダーライン,大石昌良,https://www.youtube.com/watch?v=d3SUACXBtnI
The Show Must Go On!,MANKAI STAGE『A3!』,https://www.youtube.com/watch?v=gpxmQvaBEcU
乗ってけ！ジャパリビート,オーイシマサヨシ,https://www.youtube.com/watch?v=Sf1kDy-aOVQ
沼,オーイシマサヨシ,https://www.youtube.com/watch?v=zHQYyiiNrao
ゴールデンアフタースクール,OxT,https://www.youtube.com/watch?v=WS5oYfMlAR0
異世界かるてっと,アインズ（CV：日野聡）、カズマ（CV： 福島潤）、スバル（CV:：小林裕介）、ターニャ（CV： 悠木碧）,https://www.youtube.com/watch?v=vZA1QP-uJIE
ARK,浦島坂田船,https://www.youtube.com/watch?v=9-pICNB6Dpo
楽園都市,オーイシマサヨシ,https://www.youtube.com/watch?v=kxYT4C5PjPw
Hero,オーイシマサヨシ,https://www.youtube.com/watch?v=ddVsCDil-y0
Departure,オーイシマサヨシ,https://www.youtube.com/watch?v=NOwleKhyf9U
け・も・の・だ・も・の,どうぶつビスケッツ×PPP,https://www.youtube.com/watch?v=YE5jfpapBQ4
無限のトライ,阪本奨悟,https://www.youtube.com/watch?v=ir-sQwip_P8
チャンス！,三森すずこ,https://www.youtube.com/watch?v=MNzIIZzqAVU
Everlasting Dream,OxT,https://www.youtube.com/watch?v=lfEObTYv0iw
Act! Addict! Actors!,A3ders!,https://www.youtube.com/watch?v=6Cx27WMBM-k
異世界ショータイム,アインズ（CV：日野聡）、カズマ（CV： 福島潤）、スバル（CV:：小林裕介）、ターニャ（CV： 悠木碧）,https://www.youtube.com/watch?v=qLn6wgRKAaY
たとえ世界がそっぽ向いても,鈴木雅之,https://www.youtube.com/watch?v=FrMxverUtkQ
No.7,地縛少年バンド,https://www.youtube.com/watch?v=yExFsoZRA8k
おばけずかんのうた,水樹奈々,https://www.youtube.com/watch?v=ctbrjLMAXHs
世界が君を必要とする時が来たんだ,オーイシマサヨシ,https://www.youtube.com/watch?v=MbFyOtpwx5s
英雄の歌,オーイシマサヨシ,https://www.youtube.com/watch?v=5DTUxU0Zk1s
なんてカラフルな世界！,アニサマフレンズ,https://www.youtube.com/watch?v=djOr2DlDEyo
キンカンのうた2020,オーイシマサヨシ,https://www.youtube.com/watch?v=6ZO9mbbcGYo
REUNION,OxT,https://www.youtube.com/watch?v=d2IX08TUPpo
もっと君を知れば,OxT,https://www.youtube.com/watch?v=zNGY0dLZ3Vc
Circle of Seasons,A3ders!,https://www.youtube.com/watch?v=Piqfb90JEmo
サヨナラから始まる物語,星見プロダクション,https://www.youtube.com/watch?v=Kp2XKHLySK8
名探偵キミに告ぐ,えなこ,https://www.youtube.com/watch?v=UEiTCxgSez8
神或アルゴリズム (feat.りりあ。),オーイシマサヨシ,https://www.youtube.com/watch?v=mQaIKnHltb0
私と、わたし,上田桃夏,https://www.youtube.com/watch?v=tNBMyKsQKNs
インパーフェクト,オーイシマサヨシ,https://www.youtube.com/watch?v=WJFWka5VMFw
パワフルバディ,オーイシマサヨシ,https://www.youtube.com/watch?v=wROCwOMQrR8
ロールプレイング,オーイシマサヨシ,https://www.youtube.com/watch?v=RjeK2uOd3R0
未来ノート,May'n,https://www.youtube.com/watch?v=drO1bV_M8Xo
シンデレラステップ,浦島坂田船,https://www.youtube.com/watch?v=BOcnz7rUR1Q
エンターテイナー,オーイシマサヨシ,https://www.youtube.com/watch?v=5kOWS6DhDp4
turn on a radio,鈴村健一,https://www.youtube.com/watch?v=hVeOcOLfF7U
Ever☆Blooming! ～MANKAI Ver.～,MANKAIカンパニー,https://www.youtube.com/watch?v=mvHbFNP3oMo
"STAND UP TO THE VICTORY
～トゥ・ザ・ヴィクトリー～",森口博子 with オーイシマサヨシ,https://www.youtube.com/watch?v=OB0_u7QbJnU
ヒーローライセンス,PRELUDERS,https://www.youtube.com/watch?v=0HJmC3eEzT8
恋はエクスプロージョン (feat.田村ゆかり),オーイシマサヨシ,https://www.youtube.com/watch?v=0N17SrQ27oA
しあわせチャンピョン,オーイシマサヨシ,https://www.youtube.com/watch?v=3xU2QIIF-a4
かかった魔法はアマノジャク,愛美,https://www.youtube.com/watch?v=q8BlIq8LEa8
HOLLOW HUNGER,OxT,https://www.youtube.com/watch?v=Tkkp3FhDVxQ
CHAOS PHANTASM,OxT,https://www.youtube.com/watch?v=s0wNlT0lBp4
あはっててっぺんっ,May'n,https://www.youtube.com/watch?v=zR99bqxQyw8
碧い砲撃,オーイシマサヨシ,https://www.youtube.com/watch?v=-utH-92tsCw
HIGHEST,OxT,https://www.youtube.com/watch?v=T9MLjIsfUOU
ギフト,オーイシマサヨシ,https://www.youtube.com/watch?v=_QiVgICckPk
uni-verse,オーイシマサヨシ,https://www.youtube.com/watch?v=m4vjI6InDJM
トーキョーラビリンス,CUBERS,https://www.youtube.com/watch?v=crWt9hnrqsY
死んだ！,オーイシマサヨシ,https://www.youtube.com/watch?v=QfKry0xnzks
サインはB,B小町 アイ（CV：高橋李依）,https://www.youtube.com/watch?v=gzBYrrMengE
メガネゴーラウンド,マサヨシがめがねを忘れた,https://www.youtube.com/watch?v=6OODTDD5-lk
黄金航路,オーイシマサヨシ,https://www.youtube.com/watch?v=zy3dHhx71Hk
grayscale dominator,OxT,https://www.youtube.com/watch?v=mzrI8fQ34DE
ハッピーエンドプリンセス,上坂すみれ,https://www.youtube.com/watch?v=dC_Fv38OBN8
最強の推し！,鈴木愛理,https://www.youtube.com/watch?v=k8YRcE6BPNY
好きになっちゃダメな人,オーイシマサヨシ,https://www.youtube.com/watch?v=zc1h3ne_sb0
なまらめんこいギャル,オーイシマサヨシ,https://www.youtube.com/watch?v=0vXpw_RXcgA
わやわやわー！,オーイシマサヨシ,https://www.youtube.com/watch?v=NmY92L95REs
エレクトリックパレード,オーイシマサヨシ,https://www.youtube.com/watch?v=bX0CT5TZoMk
僕らの箱庭,オーイシマサヨシ,https://www.youtube.com/watch?v=7SDexnGUnq8
デュエルしようぜ！,オーイシマサヨシ,https://www.youtube.com/watch?v=HZql_LbIIyU
Ready!! Steady!! Derby!!,ジャングルポケット (CV.藤本侑里)、アグネスタキオン (CV.上坂すみれ)、マンハッタンカフェ (CV.小倉 唯)、ダンツフレーム (CV.福嶋晴菜),https://www.youtube.com/watch?v=tKzqJzEuTEA
愛 for you！,i☆Ris,https://www.youtube.com/watch?v=nPzMb_O_n5k
あとの祭り,オーイシマサヨシ,https://www.youtube.com/watch?v=1U_UbDfaV44
星色のカレイドスコープ,星見プロダクション,https://www.youtube.com/watch?v=mp7qOxeRF4c
Sea of Wonderland,オーイシマサヨシ,https://www.youtube.com/watch?v=yIoRhd9i3J4
WHEELER-DEALER,OxT,https://www.youtube.com/watch?v=M4RYcKMHNwA
BIG LOVE,内田佐久間大介真礼×内田雄馬,https://www.youtube.com/watch?v=3z6_Ui19tkE
ギャンブリングホール,オーイシマサヨシ,https://www.youtube.com/watch?v=YPQZZMl8ZGA
守りたい、その笑顔,佐久間大介,https://www.youtube.com/watch?v=7z6_M8QpZ4I
主人公になろう！ feat.鈴木愛理,オーイシマサヨシ,https://www.youtube.com/watch?v=BnTJ_BEM_9U
L’oN,オーイシマサヨシ,https://www.youtube.com/watch?v=DCfuGoya7y4
かごめかごめ,オーイシマサヨシ,https://www.youtube.com/watch?v=ALMhSqje8UU
ふたりキャンプ feat.SPECIAL OTHERS,オーイシマサヨシ,https://www.youtube.com/watch?v=mGsf9W28gCM
異世界こんちぇると,アインズ（CV：日野聡）、カズマ（CV： 福島潤）、スバル（CV:：小林裕介）、ターニャ（CV： 悠木碧）,https://www.youtube.com/watch?v=8WxNlfmIOzk
一生☆キミ推し,鈴木愛理,https://www.youtube.com/watch?v=doInLJZSjnw
漢の戦、風流なれ,鈴木このみ&OxT,https://www.youtube.com/watch?v=KGViKS5Smr8
カブキモノSPIRIT,OxT,https://www.youtube.com/watch?v=Xuk8fx9qpPM
とおりゃんせ,東山奈央,https://www.youtube.com/watch?v=LB2eRrGY6Ak
